-66.24,3112.90,3619.62
-66.30,3112.85,5168.45
1434.18,503.48,5168.39
1434.13,503.52,3619.58

-66.16,3112.83,3619.58
-66.18,3112.80,5168.43
1434.09,503.40,5168.38
1434.05,503.42,3619.54

-66.15,3112.82,3619.59
-66.19,3112.80,5168.47
1434.11,503.41,5168.40
1434.09,503.43,3619.56

-66.33,3112.96,3619.66
-66.36,3112.93,5168.50
1434.26,503.56,5168.45
1434.27,503.57,3619.63
